order_id,customer_id,product_id,category,price,quantity,order_date,shipping_date,delivery_status,payment_method,device_type,channel,shipping_address,billing_address,customer_segment,Revenue,Shipping_Days,Order_month
0f0d37e7-48e3-4011-9b17-e31b4b371e41,997,426,Toys,400.96,6,09-11-2024,16-11-2024,Delivered,PayPal,Tablet,Paid Search,"6337 Young Station, West Susan, Oregon 44358","3260 Kirby Landing Suite 694, North Joseph, South Dakota 15643",Returning,430.59,7,2024-11
f5ab2e0e-cf9a-4e8d-802d-a73a2248bff1,404,809,Beauty,14.17,6,25-08-2024,01-09-2024,Delivered,Credit Card,Mobile,Social,"727 Justin Springs Suite 069, East Danielmouth, Washington 37656","61797 Mark Ports Suite 749, South Davidstad, Maine 94528",VIP,279.53,7,2024-08
ee3dd1b2-db40-45a1-9b1d-cfe7e4fd1ad2,677,73,Clothing,87.21,6,25-08-2024,01-09-2024,Delivered,Apple Pay,Mobile,Social,"69797 Mcgee Springs, Matthewhaven, New Hampshire 12299","383 Martinez Plaza Apt. 553, North Bethany, Florida 68769",VIP,279.09,7,2024-08
be1ae42d-0842-4eef-b4ab-dd88c17a0d52,397,622,Electronics,163.37,6,16-08-2024,23-08-2024,Pending,Debit Card,Tablet,Social,"4997 Jessica Forest Apt. 363, West Susanland, Arizona 40585","8093 Brian Overpass, Annshire, Louisiana 47097",VIP,260.91,7,2024-08
e4e15566-e8b9-4821-8dd8-6d072dfb30c6,471,267,Home,8.97,6,09-08-2024,16-08-2024,Delivered,Apple Pay,Tablet,Organic,"33985 Raymond Light, Port Andrew, West Virginia 59281","528 Timothy Rest, North Alexanderberg, Mississippi 25249",Returning,247.78,7,2024-08
d10b75ff-bc48-4242-83b5-400c17159817,591,88,Books,64.05,6,06-06-2024,13-06-2024,Returned,Apple Pay,Mobile,Organic,"2426 Rodriguez Camp Suite 765, New Austinberg, Washington 63525","809 Miller Ranch Suite 296, Fostertown, Arkansas 69166",Returning,114.12,7,2024-06
64cf7aa2-4c12-47bb-a999-5395e20ed515,32,596,Electronics,208.67,6,22-05-2024,29-05-2024,Delivered,PayPal,Tablet,Organic,"862 Rice Ferry, Lake Carlashire, Pennsylvania 39862","7864 Frank Corners Apt. 524, Garciaville, Arizona 33183",VIP,83.66,7,2024-05
7ef98c4f-81b7-467a-8590-a6a2bb2e6ada,779,749,Beauty,463.76,6,01-05-2024,08-05-2024,Shipped,Credit Card,Tablet,Paid Search,"4650 Eaton Lodge Suite 896, North Jennifer, New Jersey 11414","227 Lopez Estate Suite 765, Milesland, South Dakota 91853",Returning,37.28,7,2024-05
14bc5f04-1320-4186-b261-007f954a234c,3,187,Beauty,67.38,6,06-04-2025,12-04-2025,Shipped,PayPal,Tablet,Paid Search,"37360 Miller Summit, Christopherbury, Kansas 71352","0162 Kathryn Well, Erikamouth, South Dakota 67874",VIP,1633.48,6,2025-04
116b85bb-886a-4525-9715-42ed39e8863f,2232,317,Clothing,341.73,6,29-03-2025,04-04-2025,Delivered,PayPal,Tablet,Paid Search,"97079 William Rapid Suite 618, North Claudia, Maine 69585","56699 Moreno Pines, East Carolyn, Illinois 77311",New,1409.48,6,2025-03
844109eb-7ee3-4a30-8b00-d6962c4ebcb6,40,170,Electronics,298.24,6,10-03-2025,16-03-2025,Delivered,PayPal,Mobile,Social,"1863 Linda Grove Suite 254, New Jasonfort, Arkansas 48092","5486 Woods Plain Apt. 622, New Kimberlytown, Oklahoma 19972",VIP,1129.02,6,2025-03
29eb12d6-a6ce-48fa-b494-d2c2d6bff96e,756,887,Toys,473.31,6,24-01-2025,30-01-2025,Shipped,PayPal,Tablet,Email,"9431 Jackson Ville Apt. 633, Franciscoland, Wisconsin 60243","85308 Davis Ferry, Smithbury, North Dakota 17153",Returning,782.32,6,2025-01
31159564-b00c-45f4-bb7e-75dcf617ea7b,1067,5,Toys,288.81,6,11-01-2025,17-01-2025,Delivered,PayPal,Mobile,Paid Search,"10402 Guy Street Suite 482, Greenchester, Missouri 57887","088 Richard Well, Vargasfort, New Mexico 02787",New,702.9,6,2025-01
985a6667-0b0c-4f88-a52e-9a104cfcaa6b,1333,862,Beauty,332.14,6,04-01-2025,10-01-2025,Delivered,Credit Card,Tablet,Email,"748 Miller Place Suite 282, Richview, North Dakota 81633","683 Matthew Pines Apt. 038, Anthonyberg, Oregon 50736",VIP,657.4,6,2025-01
4aeaffbe-8537-4b55-85a9-c97eb503d000,1507,396,Electronics,458.69,6,31-12-2024,06-01-2025,Shipped,Debit Card,Tablet,Email,"718 Kristen Trail, Cynthiabury, Oklahoma 68683","26296 Robert Manors, East Sethburgh, Wisconsin 15825",Returning,627.1,6,2024-12
5849129b-0905-4cfc-a173-b48d6892f418,155,569,Toys,158.95,6,20-10-2024,26-10-2024,Delivered,Apple Pay,Tablet,Organic,"702 Dawn Knolls, Ramosstad, Delaware 96637","24330 Michele Union Apt. 777, New Joshuamouth, Michigan 67552",VIP,394.58,6,2024-10
659b679e-a086-4b79-af04-ca20caffd2fe,1448,492,Beauty,329.45,6,16-10-2024,22-10-2024,Delivered,Credit Card,Desktop,Paid Search,"1393 Lindsey Plains Apt. 935, Port Sonyatown, Connecticut 86512","9339 Evelyn Ranch, Davidchester, Florida 27928",New,385.62,6,2024-10
82d2d6d1-dce7-4713-8d62-dcbded6164c2,1295,444,Home,146.14,6,13-10-2024,19-10-2024,Delivered,Credit Card,Tablet,Paid Search,"744 Ward Lodge Apt. 509, East Laurashire, Indiana 02787","16842 Le Ridges, East Justinbury, Vermont 64650",Returning,379.08,6,2024-10
b9a65297-e513-4a80-aeaa-f5f240a5f60b,1871,30,Clothing,311,6,12-09-2024,18-09-2024,Delivered,PayPal,Desktop,Paid Search,"9018 Briggs Rapids, East Loritown, Massachusetts 52260","72935 Laura Locks, Castillostad, Georgia 58424",New,314.25,6,2024-09
4dd8c63a-d7ca-4e94-83d5-6d38efd3c1a1,56,792,Home,158.36,6,01-09-2024,07-09-2024,Delivered,Debit Card,Desktop,Email,"712 Holly Inlet Suite 846, Travisburgh, West Virginia 16268","4680 Young Fords Suite 145, Lake Cesarchester, Tennessee 07575",VIP,294.6,6,2024-09
235b86dd-f503-4784-99ff-67f30904085a,2647,841,Books,375.98,6,17-08-2024,23-08-2024,Delivered,Google Pay,Tablet,Paid Search,"3487 Casey Parks, Camposburgh, New Hampshire 63937","3648 Olson Lights Suite 308, West Royton, Oregon 74102",Returning,264.37,6,2024-08
5b9ee312-c04a-453e-98e1-225d5968fa71,108,717,Beauty,193.61,6,10-08-2024,16-08-2024,Delivered,Debit Card,Desktop,Social,"949 Schmidt Rue Suite 335, Port Erin, Maine 45016","330 Austin Harbors, Lake Shaun, Arizona 21178",VIP,250.88,6,2024-08
4aa6372f-d02d-4bc0-a612-28ab0110f39a,2084,571,Beauty,81.46,6,08-08-2024,14-08-2024,Delivered,Google Pay,Tablet,Email,"2348 Claire Street Suite 332, Port Ericbury, Michigan 36955","22154 Cook Crest, East Marymouth, South Dakota 21128",VIP,245.22,6,2024-08
eada15ce-9f5a-4d33-b07e-5e4be3f8804c,1100,64,Electronics,229.75,6,07-08-2024,13-08-2024,Delivered,Debit Card,Desktop,Social,"8887 Elizabeth Forest Suite 221, East Lindashire, Ohio 81163","622 Martin Haven Apt. 730, New Brooke, Louisiana 53499",Returning,242.9,6,2024-08
910c9300-01e5-4bdc-95be-49508730adff,858,111,Clothing,151.74,6,03-08-2024,09-08-2024,Delivered,Apple Pay,Mobile,Email,"06467 Crystal Walk, Monicaside, Alaska 05807","289 Santiago Springs, Anachester, South Carolina 80879",Returning,235.3,6,2024-08
ba0156e3-acc4-4929-93dc-57b643e5a00b,2021,204,Electronics,51.88,6,24-07-2024,30-07-2024,Delivered,Apple Pay,Tablet,Email,"5157 Johnson Cliff Apt. 468, Jenniferfort, North Dakota 98169","690 Santos Spring Apt. 893, South Tracyside, Nebraska 66830",Returning,214.28,6,2024-07
f14c3095-5e45-4925-9802-d83a6f9fea8c,1,403,Beauty,335.22,6,16-07-2024,22-07-2024,Delivered,Apple Pay,Tablet,Organic,"1745 Davis Greens Suite 612, North Meganstad, New Mexico 17256","45919 Jared Ridge, Ninaview, Massachusetts 94183",VIP,197.78,6,2024-07
9851b4e9-0cc4-41de-b49d-75c282e904db,168,179,Electronics,208.85,6,28-06-2024,04-07-2024,Returned,Google Pay,Desktop,Email,"813 Eric Union Suite 279, Jasonfort, Mississippi 86849","76691 Joshua Neck, New Stephanie, West Virginia 76916",VIP,161.26,6,2024-06
123df90f-6f68-491f-8cc2-db2687d22744,7,278,Books,167.37,6,26-06-2024,02-07-2024,Pending,Credit Card,Desktop,Email,"177 Wilson Ramp, Mariabury, Colorado 77423","7172 Alexandra Hollow, New Jefferyberg, South Dakota 51956",VIP,154.98,6,2024-06
cc6d761a-361a-4654-92f8-0b5a62fa1d08,294,110,Beauty,475.66,6,02-05-2024,08-05-2024,Shipped,Credit Card,Tablet,Email,"612 Megan Curve, Lake Morgan, North Carolina 70016","687 Christian Heights, South Rebeccaport, Alaska 23651",VIP,41.81,6,2024-05
39f36f68-4bfd-4f9b-ad81-7ca79352d6cc,1865,336,Electronics,79.03,6,21-04-2024,27-04-2024,Delivered,Debit Card,Desktop,Email,"344 Miles Run Apt. 488, Schneiderton, Hawaii 05205","03317 Lane Greens Suite 856, Millermouth, Connecticut 92776",VIP,8.7,6,2024-04
703ae0db-5768-41bd-a5aa-d7f6e429e8e8,37,100,Beauty,479.27,6,17-04-2025,22-04-2025,Delivered,Debit Card,Mobile,Paid Search,"715 Curtis Meadow, West Michael, Connecticut 69298","0379 James Canyon, East Pamela, Florida 14517",VIP,2245.55,5,2025-04
e78068d2-7a05-4bdb-95e7-9fa098520929,2497,2,Beauty,27.96,6,15-04-2025,20-04-2025,Delivered,Apple Pay,Desktop,Social,"6003 Linda Trail, Port David, California 41389","4059 Brandy Square, Walkerstad, Ohio 97969",Returning,2057.4,5,2025-04
e20407d3-ad5d-4b70-ba02-f37812e5766c,56,253,Clothing,171.29,6,09-04-2025,14-04-2025,Delivered,Google Pay,Tablet,Paid Search,"43979 Kristin Mill, Port Steven, West Virginia 05930","95649 Sarah Village Apt. 233, Danielland, Arizona 35462",VIP,1734.2,5,2025-04
4c77cdec-1e48-4b13-8236-f9322ee9bbec,2038,730,Books,62.21,6,07-03-2025,12-03-2025,Delivered,Debit Card,Desktop,Email,"03750 Nicholas Forge, Jenniferstad, North Carolina 88573","474 Mary Branch, Lake Rosefurt, Vermont 18357",Returning,1084.71,5,2025-03
0456233c-e674-42f3-955f-b198a981872a,305,811,Books,124.18,6,04-03-2025,09-03-2025,Delivered,Apple Pay,Mobile,Social,"170 Clark Rest Apt. 332, New Davidville, South Dakota 98032","3816 William Loaf, New Richard, New Mexico 10598",VIP,1029.66,5,2025-03
be2737e1-c2bc-451a-99a6-491cac2fe1b8,24,1,Toys,304.18,6,03-02-2025,08-02-2025,Shipped,Apple Pay,Tablet,Email,"517 Mario Points Apt. 019, New Jeffrey, Montana 78381","108 Maria Valley, Woodside, Oregon 55134",VIP,831.69,5,2025-02
e410a70f-37ae-4411-af38-475a2070e3aa,1959,547,Books,469.17,6,28-01-2025,02-02-2025,Delivered,Apple Pay,Tablet,Paid Search,"276 Jasmine Pass, Knighttown, Iowa 10187","39177 Darrell Expressway Apt. 027, West Lisa, Hawaii 52036",Returning,803.04,5,2025-01
91e40000-6786-431d-950a-08b1ea59296b,1521,829,Home,227.2,6,04-01-2025,09-01-2025,Delivered,Google Pay,Tablet,Email,"283 Dawn Mission, East Kennethview, Maine 74561","8493 Brandon Wall, Port James, Utah 36161",Returning,656.79,5,2025-01
c2117324-2406-42af-923b-6dda3d221b49,2599,600,Clothing,322.59,6,02-01-2025,07-01-2025,Delivered,Google Pay,Mobile,Paid Search,"5564 Fernandez Throughway Apt. 862, Patricialand, Massachusetts 13546","836 Bishop Lodge, Marshallfort, Connecticut 12571",Returning,646.88,5,2025-01
cc61f8cf-8eef-45c9-b878-41c85ffcea9f,1652,522,Electronics,444.84,6,23-12-2024,28-12-2024,Delivered,Google Pay,Desktop,Social,"49122 William Plain Apt. 547, New Yolanda, Oregon 66638","5443 Jennifer Summit, East Brandy, New Jersey 53684",Returning,577.62,5,2024-12
dc0a6d45-d8c8-4b0a-9a01-4469497357da,70,701,Electronics,29.76,6,01-12-2024,06-12-2024,Shipped,Google Pay,Tablet,Paid Search,"5620 Cole Forge Apt. 660, North Teresa, Michigan 83007","02137 John Summit Apt. 803, Chaseburgh, Washington 50300",VIP,482.69,5,2024-12
9b74f22c-b561-415e-913b-16816af92cde,1279,215,Toys,367.88,6,30-11-2024,05-12-2024,Shipped,Credit Card,Desktop,Organic,"1703 Kevin Ports, West Jenniferbury, Tennessee 85959","1308 Jesse Junctions Apt. 982, West Karentown, New Mexico 14385",Returning,480.51,5,2024-11
a2752860-d922-45d5-b24f-9fbc602ff9f5,2832,718,Beauty,213.53,6,29-11-2024,04-12-2024,Delivered,Credit Card,Tablet,Social,"499 Justin Alley, Jesuschester, Delaware 59540","525 Robert Stravenue, East Rodneyville, Florida 56728",New,479.44,5,2024-11
333c4d3e-d5a3-432d-a82c-8b911ed7ff8c,1,159,Toys,156.87,6,04-11-2024,09-11-2024,Delivered,PayPal,Tablet,Paid Search,"37751 Fletcher Shore Apt. 040, South Catherineshire, Michigan 04454","521 Amy Gardens Suite 918, Jasonside, Wisconsin 77677",VIP,422.54,5,2024-11
a9a5f4eb-b623-433a-ba86-801ee88e5758,284,128,Clothing,220,6,25-10-2024,30-10-2024,Delivered,Apple Pay,Desktop,Paid Search,"539 Austin Islands, West Julie, California 81010","656 Petty Cliffs, Holmesmouth, New Hampshire 77257",VIP,404.38,5,2024-10
ddacb786-6032-481e-839c-7b2198162fc2,905,559,Books,38.54,6,23-09-2024,28-09-2024,Delivered,Apple Pay,Tablet,Social,"9294 Lyons Valley, North Darrenville, West Virginia 06680","788 Maria Flats Suite 220, Vanessamouth, New Hampshire 55078",Returning,335.5,5,2024-09
90ff19c8-8d07-4797-afc5-1e3e52f2be6a,1753,915,Books,385.16,6,06-09-2024,11-09-2024,Pending,Google Pay,Tablet,Paid Search,"962 Kathleen Locks, Edwardbury, South Dakota 66965","2035 Stephanie Plains Apt. 067, Simpsonmouth, Iowa 03895",Returning,304.26,5,2024-09
141d4323-35a1-45eb-b4eb-e72607a4373b,2537,662,Books,152.55,6,23-08-2024,28-08-2024,Delivered,Debit Card,Desktop,Organic,"448 Owens Vista, Lake Stephanie, Ohio 10353","671 Crane Cape, Karlatown, Alabama 53556",New,276.2,5,2024-08
320da84e-5e41-4c20-97e1-8be3332197a0,1405,998,Home,7.21,6,19-08-2024,24-08-2024,Delivered,Debit Card,Tablet,Social,"46152 Taylor Falls, Grantport, Massachusetts 53711","890 Le Haven Suite 144, East Sean, Kansas 06483",Returning,267.99,5,2024-08
61266fdc-a81f-4073-a81a-0b76ed22c38e,637,713,Electronics,201.7,6,19-07-2024,24-07-2024,Returned,Debit Card,Desktop,Social,"998 Murphy Centers, Douglasmouth, West Virginia 11418","5590 Farmer Islands, Ryanhaven, Nevada 46020",VIP,203.7,5,2024-07
0f9e0578-46ea-4cd4-97c6-b33384eceb20,2211,253,Beauty,238.53,6,13-07-2024,18-07-2024,Delivered,Apple Pay,Mobile,Paid Search,"423 Evan Canyon Suite 325, Ochoaside, Nevada 62470","15801 Amanda Forge, East Jamesland, Pennsylvania 09817",New,192.54,5,2024-07
